date,num_adbit,num_httpsrr,perc,adbit_perc
2024-02-05,6864,128089,20.77565876334476,5.3587739774687915
2024-02-06,6874,128131,20.78247103971557,5.364821940045735
2024-02-07,6878,128121,20.78084906915109,5.368362719616613
2024-02-08,6881,128140,20.7839308132236,5.369907913219916
2024-02-09,6889,128123,20.78117346326399,5.376864419347034
2024-02-10,6891,128104,20.77809171919148,5.379223131205896
2024-02-11,6894,128051,20.769495275199745,5.38379239521753
2024-02-12,6895,128041,20.767873304635263,5.3849938691512875
2024-02-13,6899,128061,20.771117245764223,5.3872763761020135
2024-02-14,6907,127984,20.758628072417743,5.396768346043255
2024-02-15,6914,127870,20.74013760798269,5.407054039258622
2024-02-16,6908,127774,20.724566690563694,5.406420711568864
2024-02-17,6913,127717,20.71532145834617,5.412748498633698
2024-02-18,6920,127663,20.706562817297996,5.420521216014037
2024-02-19,6920,127604,20.69699319096757,5.423027491301213
2024-02-20,6924,127510,20.681746667661475,5.430162340208611
2024-02-21,6930,127408,20.6652025679038,5.439218887354012
2024-02-22,6933,127391,20.662445217944185,5.44229969150097
2024-02-23,6939,127303,20.64817187697677,5.450774922821929
2024-02-24,6929,127105,20.616056859800107,5.451398450100311
2024-02-25,6932,127113,20.61735443625169,5.453415464979979
2024-02-26,6934,127106,20.61621905685656,5.455289286107658
2024-02-27,6937,127100,20.615245874517868,5.4579071597167585
2024-02-28,6941,127016,20.601621321776253,5.4646658688669145
2024-02-29,6944,127013,20.60113473060691,5.467156905198681
2024-03-01,6946,126757,20.559612284156263,5.479776264821667
2024-03-02,6942,126711,20.55215121955967,5.478608802708526
2024-03-03,6946,126611,20.535931513914885,5.486095204997986
2024-03-04,6951,126527,20.522306961173268,5.493689094027362
2024-03-05,6955,126524,20.52182037000393,5.496980809964908
2024-03-06,6955,126524,20.52182037000393,5.496980809964908
2024-03-07,6966,126477,20.51419710835088,5.507720771365545
2024-03-08,6971,126415,20.50414089085111,5.5143772495352605
2024-03-09,6975,126353,20.49408467335135,5.5202488266998015
2024-03-10,6979,126333,20.49084073222239,5.52428898229283
2024-03-11,6988,126299,20.485326032303167,5.532902081568341
2024-03-12,6990,126265,20.47981133238394,5.535975923652635
2024-03-13,6992,126273,20.481108908835523,5.537209062903392
2024-03-14,6994,126132,20.45823912387638,5.54498461928773
2024-03-15,6998,126106,20.454022000408735,5.54929979541021
2024-03-16,7010,126100,20.453048818070048,5.559080095162569
2024-03-17,7006,125847,20.41201296278875,5.567077482975359
2024-03-18,7006,125738,20.39433348363594,5.571903481843198
2024-03-19,7018,125771,20.39968598649872,5.579982666910496
2024-03-20,7020,125736,20.39400908952304,5.583126550868486
2024-03-21,7020,125727,20.39254931601501,5.583526211553604
2024-03-22,7016,125711,20.38995416311185,5.581054959390984
2024-03-23,7015,125620,20.375194230975097,5.584301862760707
2024-03-24,7024,125574,20.367733166378496,5.593514581043847
2024-03-25,7018,125512,20.357676948878733,5.591497227356747
2024-03-26,7027,125453,20.34810732254831,5.60130088559062
2024-03-27,7025,125384,20.33691572565341,5.602788234543483
2024-03-28,7032,125428,20.34405239613712,5.606403673820838
2024-03-29,7036,125418,20.34243042557264,5.610040026152546
2024-03-30,7040,125295,20.322480187629555,5.618739774133046
2024-03-31,7041,125192,20.30577389081543,5.624161288261231
